source,target,type,capacity
HND,SFO,Directed,309
HND,OKA,Directed,309
NRT,JFK,Directed,309
HND,GMP,Directed,309
NRT,HNL,Directed,309
AKJ,HND,Directed,184
MMB,HND,Directed,184
OBO,HND,Directed,309
HND,KKJ,Directed,184
KIX,HNL,Directed,309
NRT,HNL,Directed,309
OKA,HND,Directed,309
AOJ,HND,Directed,184
NGS,HND,Directed,184
HND,CTS,Directed,309
TKS,HND,Directed,309
OKA,HND,Directed,184
KOJ,HND,Directed,184
CTS,HND,Directed,309
FUK,HND,Directed,309
HND,KIX,Directed,184
KIX,HND,Directed,184
KKJ,HND,Directed,184
CTS,HND,Directed,184
NRT,KOA,Directed,309
ISG,HND,Directed,184
OKA,FUK,Directed,184
KIX,OKA,Directed,184
OKA,NGO,Directed,184
MMY,HND,Directed,184
FUK,OKA,Directed,184
KWI,COK,Directed,184
CAI,KWI,Directed,184
JED,KWI,Directed,184
KWI,BAH,Directed,184
JED,KWI,Directed,184
DXB,KWI,Directed,184
REP,PNH,Directed,184
PNH,REP,Directed,184
TPE,PNH,Directed,184
DAD,ICN,Directed,184
ICN,MNL,Directed,184
ICN,VTE,Directed,184
KIX,ICN,Directed,184
ICN,BKI,Directed,184
ICN,BKK,Directed,184
ICN,GUM,Directed,184
ICN,CEB,Directed,184
CJU,PUS,Directed,184
GMP,CJU,Directed,184
PUS,BKK,Directed,184
GMP,PUS,Directed,184
CJU,GMP,Directed,184
MWX,BKK,Directed,184
ICN,BKK,Directed,184
ICN,DAD,Directed,184
BOM,LHR,Directed,309
BOM,LHR,Directed,309
DEL,LHR,Directed,309
CDG,MAA,Directed,309
MAN,BOM,Directed,309
DEL,BKK,Directed,184
AMS,BLR,Directed,309
KTM,BOM,Directed,184
LHR,BOM,Directed,309
DEL,DXB,Directed,184
AMS,BOM,Directed,309
AMS,DEL,Directed,309
DEL,MAA,Directed,184
PAT,DEL,Directed,184
CDG,BOM,Directed,309
BOM,DXB,Directed,184
GOI,BOM,Directed,184
DEL,BLR,Directed,184
DXB,BOM,Directed,184
AMS,YYZ,Directed,309
NAG,DEL,Directed,184
BOM,COK,Directed,184
LKO,AUH,Directed,184
BLR,BOM,Directed,184
GAU,BLR,Directed,184
DEL,PNQ,Directed,184
MAA,BOM,Directed,184
SIN,BLR,Directed,184
CCU,BOM,Directed,184
GAU,DEL,Directed,184
DEL,COK,Directed,184
SIN,DEL,Directed,184
KTM,DEL,Directed,184
HKG,BOM,Directed,309
DED,BOM,Directed,184
JDH,DEL,Directed,184
PNQ,DEL,Directed,184
BOM,DEL,Directed,184
NAG,BOM,Directed,184
BOM,UDR,Directed,184
IXU,BOM,Directed,184
BOM,CCU,Directed,184
GAU,BOM,Directed,184
BLR,DEL,Directed,184
MAA,DEL,Directed,184
SIN,BOM,Directed,184
BLR,TRV,Directed,184
HYD,BOM,Directed,184
DEL,AUH,Directed,184
DEL,BOM,Directed,184
CCU,BOM,Directed,184
MAA,BOM,Directed,184
DEL,LKO,Directed,184
GAU,IXB,Directed,184
BLR,MAA,Directed,184
CCU,DEL,Directed,184
DEL,PNQ,Directed,184
MAA,BLR,Directed,184
LLA,LPA,Directed,184
JKG,LPA,Directed,184
BLL,LPA,Directed,184
BLL,LPA,Directed,184
NCL,ACE,Directed,184
LBA,TFS,Directed,184
BHX,ACE,Directed,184
EMA,TFS,Directed,184
GLA,TFS,Directed,184
LBA,AYT,Directed,184
LBA,ACE,Directed,184
EMA,AYT,Directed,184
LBA,LPA,Directed,184
GLA,MLA,Directed,184
NCL,FUE,Directed,184
GLA,LPA,Directed,184
STN,AYT,Directed,184
EDI,ACE,Directed,184
LBA,FAO,Directed,184
NCL,LPA,Directed,184
EDI,FAO,Directed,184
EMA,EWR,Directed,184
MAN,FUE,Directed,184
LBA,AGP,Directed,184
NCL,AYT,Directed,184
BHX,FAO,Directed,184
BHX,TFS,Directed,184
MAN,ALC,Directed,184
MAN,ACE,Directed,184
MAN,TFS,Directed,184
BHX,AGP,Directed,184
NCL,ALC,Directed,184
STN,ACE,Directed,184
STN,AGP,Directed,184
PMI,EMA,Directed,184
STN,TFS,Directed,184
MAN,LPA,Directed,184
TFN,MAD,Directed,184
STN,LPA,Directed,184
PMI,MAN,Directed,184
PRG,MAN,Directed,184
ALC,GLA,Directed,184
ALC,BFS,Directed,184
LBA,ALC,Directed,184
BCN,GLA,Directed,184
BUD,EDI,Directed,184
ALC,EMA,Directed,184
FAO,BHX,Directed,184
BCN,MAN,Directed,184
ALC,BHX,Directed,184
FCO,LBA,Directed,184
BCN,LBA,Directed,184
FCO,MAN,Directed,184
FAO,GLA,Directed,184
LAX,JFK,Directed,184
JFK,UVF,Directed,184
BOS,FLL,Directed,184
LGB,PDX,Directed,184
JFK,SDQ,Directed,184
BOS,ATL,Directed,184
FLL,KIN,Directed,184
ATL,FLL,Directed,184
JFK,CHS,Directed,184
JFK,KIN,Directed,184
JFK,MSY,Directed,184
JFK,SJU,Directed,184
BOS,LAS,Directed,184
JFK,TPA,Directed,184
JFK,JAX,Directed,184
MSP,BOS,Directed,184
BOS,LAX,Directed,184
LAS,JFK,Directed,184
SMF,JFK,Directed,184
SFO,FLL,Directed,184
SEA,BOS,Directed,184
JFK,MBJ,Directed,184
LAX,JFK,Directed,184
JFK,FLL,Directed,184
PSP,JFK,Directed,184
SFO,JFK,Directed,184
SAL,JFK,Directed,184
FLL,MEX,Directed,184
FLL,JFK,Directed,184
PSE,JFK,Directed,184
STI,JFK,Directed,184
ONT,JFK,Directed,184
JFK,STI,Directed,184
JFK,ATL,Directed,184
EWR,MCO,Directed,184
BQN,JFK,Directed,184
FLL,LGA,Directed,184
JFK,CLT,Directed,184
SDQ,BOS,Directed,184
JFK,LAX,Directed,184
SDQ,JFK,Directed,184
SJU,MCO,Directed,184
BOS,RSW,Directed,184
ATL,BOS,Directed,184
BDL,SJU,Directed,184
JFK,PUJ,Directed,184
FLL,MDE,Directed,184
JFK,MCO,Directed,184
EWR,SDQ,Directed,184
SJU,JFK,Directed,184
FLL,BOS,Directed,184
FLL,HPN,Directed,184
MCO,SJU,Directed,184
MCO,JFK,Directed,184
BOS,MCO,Directed,184
BGI,FLL,Directed,184
JAX,JFK,Directed,184
MCO,BOS,Directed,184
MCO,SDQ,Directed,184
JFK,PBI,Directed,184
BOS,AUS,Directed,184
FLL,PAP,Directed,184
HPN,MCO,Directed,184
PBI,BOS,Directed,184
BOS,RDU,Directed,184
RSW,BOS,Directed,184
PVD,MCO,Directed,184
RIC,FLL,Directed,184
BOS,PIT,Directed,184
TPA,BOS,Directed,184
LGA,FLL,Directed,184
JFK,SFO,Directed,184
RSW,JFK,Directed,184
MCO,LGA,Directed,184
BOS,SFO,Directed,184
BOS,PBI,Directed,184
BDA,JFK,Directed,184
JAX,BOS,Directed,184
TPA,JFK,Directed,184
JFK,LAX,Directed,184
ORD,BOS,Directed,184
JFK,LGB,Directed,184
EWR,RSW,Directed,184
IAD,JFK,Directed,184
PBI,JFK,Directed,184
AUS,JFK,Directed,184
BOS,DFW,Directed,184
BOS,EWR,Directed,184
BOS,PHL,Directed,184
PBI,HPN,Directed,184
DCA,FLL,Directed,184
BOS,MSP,Directed,184
BOS,BNA,Directed,184
PHL,FLL,Directed,184
BWI,FLL,Directed,184
LGA,MCO,Directed,184
CLE,FLL,Directed,184
BDL,MCO,Directed,184
JFK,AUA,Directed,184
BOS,ORD,Directed,184
FLL,CMW,Directed,184
FLL,BDL,Directed,184
DCA,BDL,Directed,184
JFK,GND,Directed,184
JAX,FLL,Directed,184
BOS,LGA,Directed,184
BOS,SEA,Directed,184
MCO,DCA,Directed,184
JFK,PAP,Directed,184
FLL,SJU,Directed,184
FLL,NAS,Directed,184
BOS,DEN,Directed,184
JFK,SYR,Directed,184
PIT,FLL,Directed,184
JFK,BGI,Directed,184
JFK,ROC,Directed,184
BOS,DCA,Directed,184
EWR,SJU,Directed,184
BOS,SAV,Directed,184
JFK,ORD,Directed,184
LAX,JFK,Directed,184
BOS,BUF,Directed,184
JFK,SAV,Directed,184
JFK,POP,Directed,184
FLL,HAV,Directed,184
BOS,HOU,Directed,184
FLL,SDQ,Directed,184
MCO,EWR,Directed,184
BUF,FLL,Directed,184
HPN,PBI,Directed,184
SZG,HAM,Directed,11
CCP,LSC,Directed,184
PUQ,PMC,Directed,184
PMC,PUQ,Directed,184
ARI,ANF,Directed,184
IQQ,SCL,Directed,184
MEL,HKT,Directed,309
SYD,DPS,Directed,309
SYD,HNL,Directed,309
MEL,DPS,Directed,309
ADL,DPS,Directed,184
CGO,MEL,Directed,309
CNS,DPS,Directed,184
SYD,PER,Directed,184
PER,DPS,Directed,184
SYD,DRW,Directed,184
NRT,OKA,Directed,184
SIN,DAD,Directed,184
NRT,MNL,Directed,184
DPS,PER,Directed,184
ADL,DRW,Directed,184
MEL,DRW,Directed,184
KIX,MNL,Directed,184
TPE,SIN,Directed,184
FUK,NRT,Directed,184
CXR,KWE,Directed,184
SIN,PNH,Directed,184
SGN,THD,Directed,184
HAN,SGN,Directed,184
FUK,NGO,Directed,184
SGN,DAD,Directed,184
CNS,PER,Directed,184
SIN,BKK,Directed,184
DPS,SIN,Directed,184
KIX,NRT,Directed,184
SGN,VDH,Directed,184
DAD,SGN,Directed,184
SIN,SGN,Directed,184
NRT,KIX,Directed,184
SYD,MEL,Directed,184
HBA,MEL,Directed,184
NRT,HKG,Directed,184
BNE,CNS,Directed,184
SIN,PEN,Directed,184
SGN,HPH,Directed,184
NRT,CNS,Directed,309
SGN,PQC,Directed,184
MEL,PER,Directed,184
SGN,VII,Directed,184
DAD,HAN,Directed,184
SGN,HAN,Directed,184
NRT,TPE,Directed,184
SIN,MEL,Directed,309
TSV,BNE,Directed,184
SIN,HKT,Directed,184
KHN,HAK,Directed,184
KHN,XMN,Directed,184
ICN,JHB,Directed,184
ICN,BKK,Directed,309
ICN,BKI,Directed,309
PUS,DAD,Directed,184
NRT,ICN,Directed,184
KIX,PUS,Directed,184
FUK,ICN,Directed,184
ICN,VTE,Directed,184
ICN,CEB,Directed,184
ICN,HAN,Directed,184
GMP,CJU,Directed,184
CJU,GMP,Directed,184
ICN,DAD,Directed,184
PUS,CEB,Directed,184
CDG,CPT,Directed,309
BCN,CDG,Directed,184
OSL,CDG,Directed,184
NAP,CDG,Directed,184
CDG,BCN,Directed,184
FCO,CDG,Directed,184
CDG,TXL,Directed,184
LIS,CDG,Directed,184
CDG,BUD,Directed,184
NCE,SXB,Directed,184
SYX,SHA,Directed,184
URC,SHA,Directed,184
PVG,MFM,Directed,184
SYX,SHA,Directed,184
SYX,NKG,Directed,184
PVG,CNX,Directed,184
KIX,PVG,Directed,184
OKA,NKG,Directed,184
NKG,DLC,Directed,184
URC,PVG,Directed,184
BAV,PVG,Directed,184
YNJ,DLC,Directed,184
KHN,LJG,Directed,184
SZX,SHA,Directed,309
PVG,XMN,Directed,184
NKG,XMN,Directed,184
KIX,NKG,Directed,184
SHA,KMG,Directed,184
NKG,KHN,Directed,184
SYX,SHA,Directed,184
SHE,NKG,Directed,184
CSX,HRB,Directed,184
NBS,TAO,Directed,184
NNG,PVG,Directed,184
CKG,NKG,Directed,184
SYX,SHA,Directed,184
INC,YIH,Directed,184
SZX,SHA,Directed,184
HGH,HRB,Directed,184
LCX,PVG,Directed,184
CJU,PVG,Directed,184
PNH,BKK,Directed,184
MIA,CVG,Directed,309
SFO,ICN,Directed,309
HKG,ANC,Directed,309
HFE,ANC,Directed,309
CVG,AMS,Directed,309
DEL,LEJ,Directed,309
IST,FRU,Directed,309
CVG,BRU,Directed,309
LAX,HNL,Directed,309
CVG,DFW,Directed,309
CVG,ELP,Directed,309
DNA,HNL,Directed,309
SNN,ORD,Directed,309
CVG,LEJ,Directed,309
YIP,LCK,Directed,11
KBL,KDH,Directed,184
NBO,AMS,Directed,309
NBO,LHR,Directed,309
CDG,NBO,Directed,309
NBO,JNB,Directed,184
JNB,NBO,Directed,309
NBO,SEZ,Directed,184
NBO,FIH,Directed,184
BOM,NBO,Directed,184
NBO,LOS,Directed,184
ACC,FNA,Directed,184
ABJ,DSS,Directed,184
DLA,BGF,Directed,184
KIH,THR,Directed,184
LIM,AMS,Directed,309
KIX,AMS,Directed,309
NRT,AMS,Directed,309
PEK,AMS,Directed,309
MEX,AMS,Directed,309
MIA,AMS,Directed,309
PVG,AMS,Directed,309
BKK,AMS,Directed,309
HGH,AMS,Directed,309
HKG,AMS,Directed,309
CTU,AMS,Directed,309
AMS,BOG,Directed,309
AMS,ATL,Directed,309
AMS,GRU,Directed,309
AMS,KGL,Directed,309
AMS,MIA,Directed,309
AMS,IAH,Directed,309
AMS,CAI,Directed,309
AMS,UIO,Directed,309
AMS,SFO,Directed,309
AMS,JRO,Directed,309
AMS,LAX,Directed,309
AMS,GIG,Directed,309
AMS,CPT,Directed,309
AMS,JNB,Directed,309
AMS,DMM,Directed,309
AMS,AUH,Directed,309
AMS,PTY,Directed,309
AMS,PBM,Directed,309
BCN,AMS,Directed,184
AMS,IST,Directed,184
AMS,NBO,Directed,309
AMS,SVO,Directed,184
NCE,AMS,Directed,184
MRS,AMS,Directed,184
VIE,AMS,Directed,184
OPO,AMS,Directed,184
AMS,MXP,Directed,184
BOD,AMS,Directed,184
AMS,GDN,Directed,184
AMS,HAV,Directed,309
AMS,GVA,Directed,184
AMS,AUA,Directed,309
OSL,AMS,Directed,184
WAW,AMS,Directed,184
LHR,AMS,Directed,184
AMS,FRA,Directed,184
AMS,ATH,Directed,184
AMS,LIM,Directed,309
FCO,AMS,Directed,184
AMS,DEL,Directed,309
AMS,ZRH,Directed,184
AMS,FOR,Directed,309
BUD,AMS,Directed,184
AMS,YYC,Directed,309
AMS,ZAG,Directed,184
AMS,BHX,Directed,184
HEL,AMS,Directed,184
KBP,AMS,Directed,184
OTP,AMS,Directed,184
AMS,IAD,Directed,309
AMS,LED,Directed,184
FLR,AMS,Directed,184
VCE,AMS,Directed,184
AMS,YVR,Directed,309
EZE,SCL,Directed,309
AMS,BOM,Directed,309
AMS,CUR,Directed,309
AMS,STR,Directed,184
AMS,LIS,Directed,184
BLQ,AMS,Directed,184
AMS,LUX,Directed,184
AMS,DUS,Directed,184
MAD,AMS,Directed,184
BCN,AMS,Directed,184
AMS,HAM,Directed,184
AMS,MAN,Directed,184
AMS,LHR,Directed,184
ARN,AMS,Directed,184
AMS,JFK,Directed,309
AMS,BRS,Directed,184
AMS,HAJ,Directed,184
AMS,BRU,Directed,184
AMS,MPL,Directed,184
CGK,KUL,Directed,309
AMS,ALC,Directed,184
TLS,AMS,Directed,184
MNL,TPE,Directed,309
AMS,LOS,Directed,309
LAX,ICN,Directed,309
ICN,JFK,Directed,309
ICN,ATL,Directed,309
ICN,DFW,Directed,309
ICN,DEL,Directed,309
ICN,IAD,Directed,309
ICN,LHR,Directed,309
ICN,ORD,Directed,309
ICN,MAD,Directed,309
ICN,VIE,Directed,309
ICN,FRA,Directed,309
ICN,TLV,Directed,309
ICN,AMS,Directed,309
ICN,LAX,Directed,309
ICN,DXB,Directed,309
ICN,VIE,Directed,309
ICN,LHR,Directed,309
SFO,ICN,Directed,309
ICN,CDG,Directed,309
JFK,ICN,Directed,309
ICN,CGK,Directed,309
ICN,FCO,Directed,309
ANC,JFK,Directed,309
LAX,ICN,Directed,309
ICN,SFO,Directed,309
ICN,KUL,Directed,309
LAS,ICN,Directed,309
MIA,VCP,Directed,309
ICN,SIN,Directed,309
ICN,AKL,Directed,309
ICN,BKK,Directed,309
ICN,KWE,Directed,184
ICN,NAN,Directed,309
DAD,ICN,Directed,309
ICN,SGN,Directed,309
ICN,DPS,Directed,309
ICN,CNX,Directed,309
ICN,RGN,Directed,309
ICN,MNL,Directed,309
ICN,DAD,Directed,309
ICN,PNH,Directed,309
HKG,ICN,Directed,309
ICN,HAN,Directed,309
ICN,BKK,Directed,309
ICN,SYD,Directed,309
ICN,CXR,Directed,309
ICN,YVR,Directed,309
ICN,HKT,Directed,309
ICN,HND,Directed,184
NRT,PUS,Directed,184
ICN,SGN,Directed,309
ICN,ROR,Directed,184
SFO,ICN,Directed,309
HND,GMP,Directed,309
ICN,GUM,Directed,309
ICN,CEB,Directed,309
ICN,JFK,Directed,309
ANC,ICN,Directed,309
YYZ,ANC,Directed,309
CJU,PUS,Directed,184
ICN,HKG,Directed,309
CJU,GMP,Directed,184
ICN,BKK,Directed,309
CJU,PUS,Directed,184
CJU,GMP,Directed,184
TPE,ICN,Directed,309
ICN,LAX,Directed,309
GMP,CJU,Directed,184
ICN,SFO,Directed,309
ICN,HNL,Directed,309
GMP,CJU,Directed,184
GMP,CJU,Directed,184
CJU,GMP,Directed,184
NRT,HNL,Directed,309
FUK,ICN,Directed,309
CJU,CJJ,Directed,184
CJU,GMP,Directed,309
ICN,KIX,Directed,184
PUS,GMP,Directed,184
XMN,TYN,Directed,184
KMG,CGO,Directed,184
XMN,KMG,Directed,184
NKG,KMG,Directed,184
CKG,KMG,Directed,184
HRB,XUZ,Directed,184
TCZ,KMG,Directed,184
ZUH,TCZ,Directed,184
XIY,KMG,Directed,184
KMG,LJG,Directed,184
KMG,CSX,Directed,184
DAT,TYN,Directed,184
KMG,SZX,Directed,184
JFK,KWI,Directed,309
KWI,SNN,Directed,309
KWI,LHR,Directed,309
BEY,KWI,Directed,184
CAI,KWI,Directed,309
MXP,KWI,Directed,309
CDG,KWI,Directed,309
KWI,AUH,Directed,184
IST,KWI,Directed,309
ORY,EWR,Directed,184
TYS,BHM,Directed,11
VTE,CTU,Directed,184
VTE,BKK,Directed,184
AEP,FTE,Directed,184
SCL,AEP,Directed,184
MDZ,AEP,Directed,184
AEP,IGR,Directed,184
DOH,BCN,Directed,309
BCN,DOH,Directed,309
BCN,GRU,Directed,309
GRU,SCL,Directed,309
JNB,GRU,Directed,309
GRU,FOR,Directed,184
GRU,TUC,Directed,184
BSB,CGH,Directed,184
POA,CGH,Directed,184
BSB,REC,Directed,184
FCO,GRU,Directed,309
VIX,BSB,Directed,184
CGH,SSA,Directed,184
GRU,LIM,Directed,309
GRU,FOR,Directed,184
GRU,SSA,Directed,184
ASU,SCL,Directed,184
GYN,CGH,Directed,184
FLN,BSB,Directed,184
CGB,BSB,Directed,184
VCP,BSB,Directed,184
GRU,JPA,Directed,184
CGB,CGH,Directed,184
CNF,BSB,Directed,184
CGH,SSA,Directed,184
IGU,GRU,Directed,184
GIG,BSB,Directed,184
GRU,MCO,Directed,309
GIG,NAT,Directed,184
GRU,LDB,Directed,184
GRU,BSB,Directed,184
MVD,GRU,Directed,184
GRU,NAT,Directed,184
CWB,BSB,Directed,184
GRU,REC,Directed,184
CGH,SDU,Directed,184
MIA,GRU,Directed,309
CGH,CNF,Directed,184
CGH,SDU,Directed,184
FLN,CGH,Directed,184
CNF,GRU,Directed,184
POA,BSB,Directed,184
REC,GRU,Directed,184
CGH,CGR,Directed,184
CGH,SDU,Directed,184
IGU,GIG,Directed,184
CWB,GRU,Directed,184
GRU,CNF,Directed,184
CGR,GRU,Directed,184
BSB,GRU,Directed,184
FOR,GRU,Directed,184
GRU,POA,Directed,184
SJP,GRU,Directed,184
CNF,BSB,Directed,184
GRU,FLN,Directed,184
FLN,GRU,Directed,184
CGH,CNF,Directed,184
POA,GRU,Directed,184
CGH,POA,Directed,184
CWB,CGH,Directed,184
MIA,CWB,Directed,309
VCP,EZE,Directed,309
LAX,GDL,Directed,309
MIA,GIG,Directed,309
LAX,LIM,Directed,309
FOR,MCO,Directed,309
SCL,IPC,Directed,309
PUQ,SCL,Directed,184
SCL,MPN,Directed,184
MDZ,LIM,Directed,184
MVD,LIM,Directed,184
SCL,EZE,Directed,184
SCL,CJC,Directed,184
ASU,LIM,Directed,184
PMC,SCL,Directed,184
ARI,SCL,Directed,184
SCL,IQQ,Directed,184
SCL,GRU,Directed,309
EZE,LIM,Directed,309
ARI,SCL,Directed,184
PUQ,PMC,Directed,184
COR,LIM,Directed,184
ANF,SCL,Directed,184
SCL,LIM,Directed,309
SCL,EZE,Directed,184
SCL,MVD,Directed,184
BOG,CLO,Directed,184
PCL,LIM,Directed,184
CJC,SCL,Directed,184
LPB,SCL,Directed,184
CCP,SCL,Directed,184
SCL,IPC,Directed,309
IQQ,SCL,Directed,184
ZOS,SCL,Directed,184
BOG,ADZ,Directed,184
CLO,BOG,Directed,184
BOG,CTG,Directed,184
BGA,BOG,Directed,184
CUC,BOG,Directed,184
MDE,BOG,Directed,184
EZE,LIM,Directed,184
GYE,UIO,Directed,184
CUE,UIO,Directed,184
GYE,UIO,Directed,184
ROS,LIM,Directed,184
LIM,CJA,Directed,184
LIM,CUZ,Directed,184
LIM,CUZ,Directed,184
LIM,JAU,Directed,184
LIM,TCQ,Directed,184
CUZ,AQP,Directed,184
AQP,LIM,Directed,184
LIM,AQP,Directed,184
LIM,CUZ,Directed,184
CJA,LIM,Directed,184
RAK,VIE,Directed,184
LPA,DUS,Directed,184
DUS,FUE,Directed,184
CJA,LIM,Directed,184
CUZ,LIM,Directed,184
VIE,PMI,Directed,184
LGW,VIE,Directed,184
SLU,ANU,Directed,184
SKB,ANU,Directed,184
AMM,TIP,Directed,309
MRA,TUN,Directed,184
SUB,JED,Directed,309
HGH,DPS,Directed,184
MDC,PVG,Directed,184
PDG,CGK,Directed,184
TRK,CGK,Directed,184
DPS,CGK,Directed,184
KNO,CGK,Directed,184
CGK,UPG,Directed,184
PDG,SUB,Directed,184
UPG,SUB,Directed,184
TRV,MED,Directed,184
PNK,CGK,Directed,184
UPG,CGK,Directed,184
JOG,BDO,Directed,184
SUB,UPG,Directed,184
CGK,MDC,Directed,184
CGK,LOP,Directed,184
KNO,SUB,Directed,184
JOG,CGK,Directed,184
JOG,LOP,Directed,184
CGK,BPN,Directed,184
SUB,TKG,Directed,184
KUL,CGK,Directed,184
CGK,PKY,Directed,184
DPS,CGK,Directed,184
PLM,JOG,Directed,184
PKU,KNO,Directed,184
CGK,JOG,Directed,184
SUB,BPN,Directed,184
SUB,PKY,Directed,184
PDG,JOG,Directed,184
CGK,BKS,Directed,184
PNK,UPG,Directed,184
DPS,BDO,Directed,184
DHR,NWI,Directed,184
BGO,INV,Directed,184
LSI,ABZ,Directed,184
LYA,URC,Directed,184
HGH,PEK,Directed,184
HGH,NNG,Directed,184
SHE,YNT,Directed,184
TYN,ENH,Directed,184
DLC,ENH,Directed,184
LYI,KMG,Directed,184
ENH,HGH,Directed,184
LJG,ZYI,Directed,184
NGB,KWE,Directed,184
NGB,KHN,Directed,184
WNZ,KWE,Directed,184
XFN,HRB,Directed,184
CTU,XFN,Directed,184
NRT,WAW,Directed,309
WAW,POP,Directed,309
TSE,WAW,Directed,184
TLV,WAW,Directed,184
WAW,MAD,Directed,184
LHR,WAW,Directed,184
WAW,LJU,Directed,184
STR,WAW,Directed,184
WAW,MSQ,Directed,184
ZAG,WAW,Directed,184
VCE,WAW,Directed,184
PRG,WAW,Directed,184
CLJ,WAW,Directed,184
BUD,WAW,Directed,184
WAW,LWO,Directed,184
WAW,KSC,Directed,184
WAW,POZ,Directed,184
SVO,WAW,Directed,184
WAW,IST,Directed,184
CPH,WAW,Directed,184
WAW,WRO,Directed,184
KBP,WAW,Directed,184
KIX,XUZ,Directed,184
XIY,LUM,Directed,184
URC,LHW,Directed,184
MIG,TNA,Directed,184
KOW,CTU,Directed,184
CTU,CGO,Directed,309
LJG,WUH,Directed,184
KMG,CGO,Directed,184
TAO,WUH,Directed,184
XUZ,KWE,Directed,184
FOC,WUH,Directed,184
MIG,TSN,Directed,184
CGO,KMG,Directed,184
KMG,XIY,Directed,184
CTU,FOC,Directed,184
NGB,YIH,Directed,184
JMJ,KMG,Directed,184
SWA,KWE,Directed,184
ACX,MIG,Directed,184
KMG,LHW,Directed,184
TNA,CTU,Directed,309
HET,TYN,Directed,184
WNZ,YNZ,Directed,184
WNZ,KMG,Directed,184
KIX,FRA,Directed,309
NGO,FRA,Directed,309
BOG,FRA,Directed,309
MEX,FRA,Directed,309
HND,MUC,Directed,309
ICN,MUC,Directed,309
PEK,FRA,Directed,309
MRU,FRA,Directed,309
TAO,FRA,Directed,309
SFO,MUC,Directed,309
MLE,FRA,Directed,309
PVG,FRA,Directed,309
HND,FRA,Directed,309
ICN,FRA,Directed,309
FRA,TLV,Directed,184
FRA,IAH,Directed,309
FRA,SAN,Directed,309
FRA,DFW,Directed,309
FRA,VDA,Directed,184
FRA,MIA,Directed,309
FRA,SFO,Directed,309
FRA,MAA,Directed,309
FRA,GYD,Directed,184
FRA,SEA,Directed,309
FRA,ATH,Directed,184
FRA,ATL,Directed,309
FRA,YVR,Directed,309
FRA,ORD,Directed,309
FRA,LAX,Directed,309
FRA,JFK,Directed,309
FRA,DTW,Directed,309
MUC,BOM,Directed,309
FRA,BOS,Directed,309
FRA,DME,Directed,184
FRA,KEF,Directed,184
FRA,LOS,Directed,309
MUC,DME,Directed,184
FRA,TPA,Directed,309
MUC,LIS,Directed,184
MUC,TLV,Directed,184
MAN,MUC,Directed,184
DUS,EWR,Directed,309
HEL,MUC,Directed,184
MUC,DEN,Directed,309
FRA,SVQ,Directed,184
MUC,LED,Directed,184
FRA,RAK,Directed,184
MUC,LCA,Directed,184
ATH,MUC,Directed,184
MUC,LAX,Directed,309
FRA,TIA,Directed,184
MUC,MAD,Directed,184
VLC,MUC,Directed,184
MUC,DEL,Directed,309
LHR,MUC,Directed,184
MAD,MUC,Directed,184
BIO,MUC,Directed,184
MUC,MIA,Directed,309
FRA,TLS,Directed,184
MUC,KBP,Directed,184
FRA,DUB,Directed,184
MUC,AMS,Directed,184
MUC,ARN,Directed,184
FRA,WAW,Directed,184
MUC,CLT,Directed,309
BUD,FRA,Directed,184
MUC,JFK,Directed,309
FRA,PRG,Directed,184
FRA,CPH,Directed,184
FRA,BHX,Directed,184
FRA,RUH,Directed,309
FRA,BOM,Directed,309
FRA,DEL,Directed,309
FRA,BLQ,Directed,184
SOF,MUC,Directed,184
BRU,MUC,Directed,184
LCJ,MUC,Directed,184
FRA,DME,Directed,184
FRA,VCE,Directed,184
FRA,TXL,Directed,184
FRA,OSL,Directed,184
DUB,FRA,Directed,184
WAW,MUC,Directed,184
KIV,FRA,Directed,184
FRA,PHL,Directed,309
HEL,FRA,Directed,184
FRA,BUD,Directed,184
FRA,HAM,Directed,184
FMO,MUC,Directed,184
HAM,FRA,Directed,184
ARN,MUC,Directed,184
TLS,MUC,Directed,184
FRA,IAD,Directed,309
LIS,FRA,Directed,184
FRA,BLR,Directed,309
KBP,FRA,Directed,184
FRA,ATH,Directed,184
NAP,MUC,Directed,184
FRA,LNZ,Directed,184
CPH,FRA,Directed,184
TXL,MUC,Directed,184
GVA,MUC,Directed,184
FRA,MAD,Directed,184
FRA,ZAG,Directed,184
PMI,MUC,Directed,184
TLS,FRA,Directed,184
HRG,MUC,Directed,184
FRA,ADD,Directed,309
FRA,BEY,Directed,184
TRS,MUC,Directed,184
HAM,MUC,Directed,184
BSL,MUC,Directed,184
OSL,FRA,Directed,184
FRA,STR,Directed,184
TXL,FRA,Directed,184
MUC,TXL,Directed,184
MUC,HAM,Directed,184
DRS,MUC,Directed,184
LYS,MUC,Directed,184
FRA,ARN,Directed,184
FRA,MUC,Directed,184
FRA,IST,Directed,184
FRA,MAN,Directed,184
FRA,GVA,Directed,184
BRU,FRA,Directed,184
LWO,MUC,Directed,184
FRA,BRU,Directed,184
FRA,ALA,Directed,309
FRA,GYD,Directed,184
FRA,KWI,Directed,309
BEG,MUC,Directed,184
FRA,DEN,Directed,309
FRA,LED,Directed,184
BRE,MUC,Directed,184
LIN,FRA,Directed,184
FRA,FMO,Directed,184
EDI,FRA,Directed,184
CGN,MUC,Directed,184
OPO,FRA,Directed,184
